		  [25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25]];			
secondary_demand = [ 
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[20.0400,20.0004,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[25.0625,25.0006,25,25,25,25,25,25,25,25,25,25,25]];	// equal to product-2			
// Setup Profile - I
setuptime = [25,25,25,25,25,25,25,25,25,25,20,20,20,20,20,20,20,20,20,20,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10]; 
setupcost = [10,12.5,10,10,12.5,12.5,10,10,10,10,12.5,12.5,12.5,12.5,10,10,10,10,10,10,10,10,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,10,10,10,10,12.5,12.5,12.5,12.5,12.5,12.5]; 

// Capacity Utilization Profile - I (90%)
productstagecapacity = [100.0000,200.0000,378.9474,326.3158,336.8421,347.3684];
 
