holdingcost = [19,21,7,11,9,11,3,3,5,5,5,3,5,5,1,1,1,1,1,3,1,3,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1];

//Product Demand - Series# 2
primary_demand = [[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],
			[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25]];			
secondary_demand = [ 
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[21.0000,20.0100,20.0001,20,20,20,20,20,20,20,20,20,20,20,20,20],	// equal to product-1
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25],	// equal to product-2
[26.5625,25.0156,25.0002,25,25,25,25,25,25,25,25,25,25,25,25,25]];	// equal to product-2			
// Setup Profile - I
setuptime = [25,25,25,25,25,25,25,25,25,25,20,20,20,20,20,20,20,20,20,20,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10]; 
setupcost = [10,12.5,10,10,12.5,12.5,10,10,10,10,12.5,12.5,12.5,12.5,10,10,10,10,10,10,10,10,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,10,10,10,10,12.5,12.5,12.5,12.5,12.5,12.5]; 
//
// Capacity Utilization Profile - I (90%)
productstagecapacity = [100.0000,200.0000,378.9474,326.3158,336.8421,347.3684];
